source,line,specifier,edge_kind,owner
core/identity/backend/internal/identity/partner_permission_bundles.go,3,strings,GO_IMPORT,identity
core/identity/backend/internal/identity/partner_permission_bundles_test.go,4,testing,GO_IMPORT,identity
core/identity/backend/internal/identity/partner_store_access_db_test.go,4,context,GO_IMPORT,identity
core/identity/backend/internal/identity/partner_store_access_db_test.go,5,database/sql,GO_IMPORT,identity
core/identity/backend/internal/identity/partner_store_access_db_test.go,6,encoding/json,GO_IMPORT,identity
core/identity/backend/internal/identity/partner_store_access_db_test.go,7,fmt,GO_IMPORT,identity
core/identity/backend/internal/identity/partner_store_access_db_test.go,8,os,GO_IMPORT,identity
core/identity/backend/internal/identity/partner_store_access_db_test.go,9,testing,GO_IMPORT,identity
core/identity/backend/internal/identity/partner_store_access_db_test.go,10,time,GO_IMPORT,identity
core/identity/backend/internal/identity/partner_store_access_db_test.go,12,github.com/lib/pq,GO_IMPORT,identity
core/identity/backend/internal/identity/platform_local_bootstrap.go,4,context,GO_IMPORT,identity
core/identity/backend/internal/identity/platform_local_bootstrap.go,5,encoding/json,GO_IMPORT,identity
core/identity/backend/internal/identity/platform_local_bootstrap.go,6,errors,GO_IMPORT,identity
core/identity/backend/internal/identity/platform_local_bootstrap.go,7,strings,GO_IMPORT,identity
core/identity/backend/internal/identity/platform_local_bootstrap.go,9,github.com/lib/pq,GO_IMPORT,identity
core/identity/backend/internal/identity/platform_local_bootstrap.go,10,golang.org/x/crypto/bcrypt,GO_IMPORT,identity
core/identity/backend/internal/identity/provision_operator_context_test.go,4,context,GO_IMPORT,identity
core/identity/backend/internal/identity/provision_operator_context_test.go,5,errors,GO_IMPORT,identity
core/identity/backend/internal/identity/provision_operator_context_test.go,6,testing,GO_IMPORT,identity
core/identity/backend/internal/identity/public_otp_test.go,3,testing,GO_IMPORT,identity
core/identity/backend/internal/identity/repository.go,4,context,GO_IMPORT,identity
core/identity/backend/internal/identity/repository.go,5,crypto/hmac,GO_IMPORT,identity
core/identity/backend/internal/identity/repository.go,6,crypto/rand,GO_IMPORT,identity
core/identity/backend/internal/identity/repository.go,7,crypto/sha256,GO_IMPORT,identity
core/identity/backend/internal/identity/repository.go,8,database/sql,GO_IMPORT,identity
core/identity/backend/internal/identity/repository.go,9,encoding/base64,GO_IMPORT,identity
core/identity/backend/internal/identity/repository.go,10,encoding/hex,GO_IMPORT,identity
core/identity/backend/internal/identity/repository.go,11,encoding/json,GO_IMPORT,identity
core/identity/backend/internal/identity/repository.go,12,errors,GO_IMPORT,identity
core/identity/backend/internal/identity/repository.go,13,fmt,GO_IMPORT,identity
core/identity/backend/internal/identity/repository.go,14,math/big,GO_IMPORT,identity
core/identity/backend/internal/identity/repository.go,15,os,GO_IMPORT,identity
core/identity/backend/internal/identity/repository.go,16,regexp,GO_IMPORT,identity
core/identity/backend/internal/identity/repository.go,17,strconv,GO_IMPORT,identity
core/identity/backend/internal/identity/repository.go,18,strings,GO_IMPORT,identity
core/identity/backend/internal/identity/repository.go,19,time,GO_IMPORT,identity
core/identity/backend/internal/identity/repository.go,21,github.com/lib/pq,GO_IMPORT,identity
core/identity/backend/internal/identity/repository.go,22,golang.org/x/crypto/bcrypt,GO_IMPORT,identity
core/identity/backend/internal/identity/repository_test.go,4,context,GO_IMPORT,identity
core/identity/backend/internal/identity/repository_test.go,5,database/sql,GO_IMPORT,identity
core/identity/backend/internal/identity/repository_test.go,6,database/sql/driver,GO_IMPORT,identity
core/identity/backend/internal/identity/repository_test.go,7,encoding/json,GO_IMPORT,identity
core/identity/backend/internal/identity/repository_test.go,8,errors,GO_IMPORT,identity
core/identity/backend/internal/identity/repository_test.go,9,io,GO_IMPORT,identity
core/identity/backend/internal/identity/repository_test.go,10,strings,GO_IMPORT,identity
core/identity/backend/internal/identity/repository_test.go,11,sync,GO_IMPORT,identity
core/identity/backend/internal/identity/repository_test.go,12,testing,GO_IMPORT,identity
core/identity/backend/internal/identity/repository_test.go,13,time,GO_IMPORT,identity
core/platform-control/backend/cmd/platform-control-api/main.go,4,context,GO_IMPORT,platform-control
core/platform-control/backend/cmd/platform-control-api/main.go,5,database/sql,GO_IMPORT,platform-control
core/platform-control/backend/cmd/platform-control-api/main.go,6,log,GO_IMPORT,platform-control
core/platform-control/backend/cmd/platform-control-api/main.go,7,net/http,GO_IMPORT,platform-control
core/platform-control/backend/cmd/platform-control-api/main.go,8,os,GO_IMPORT,platform-control
